timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
1877500.0404000748,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877500.6273000035,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877501.194700133,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877501.8077001441,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877502.3919001687,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877503.0543999746,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877503.6363999825,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877504.168300191,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877504.6920999885,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877505.2402999718,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877505.8210999705,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877506.4061000012,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877506.9856001064,,"(393.0, 694.0)","(393.0, 694.0)",left,left
1877507.7784000896,,"(-1, -1)","(-1, -1)",away,left
1877508.4357000887,,"(-1, -1)","(-1, -1)",away,left
1877509.0374001302,,"(-1, -1)","(-1, -1)",away,left
1877513.2944001816,,"(-1, -1)","(-1, -1)",away,left
1877513.9894001186,,"(-1, -1)","(-1, -1)",away,left
1877514.6145999897,,"(-1, -1)","(-1, -1)",away,left
1877515.2696000878,,"(-1, -1)","(-1, -1)",away,left
1877516.149800038,,"(-1, -1)","(-1, -1)",away,left
1877517.1869001351,,"(-1, -1)","(-1, -1)",away,left
1877518.2171000633,,"(-1, -1)","(-1, -1)",away,left
1877518.8617999665,,"(-1, -1)","(-1, -1)",away,left
1877519.449400017,,"(-1, -1)","(-1, -1)",away,left
1877520.0035001617,,"(-1, -1)","(-1, -1)",away,left
1877520.54399997,,"(-1, -1)","(-1, -1)",away,left
1877521.1080000736,,"(-1, -1)","(-1, -1)",away,left
1877521.6498000082,,"(-1, -1)","(-1, -1)",away,left
1877522.1890001558,,"(-1, -1)","(-1, -1)",away,left
1877522.7362001315,,"(-1, -1)","(-1, -1)",away,left
1877523.4454001766,,"(-1, -1)","(-1, -1)",away,left
1877524.081800133,,"(-1, -1)","(-1, -1)",away,left
1877524.6488000266,,"(-1, -1)","(-1, -1)",away,left
1877525.2044000663,,"(-1, -1)","(-1, -1)",away,left
